"longitude" "latitude" "date" "ozone"
"-70.75" "43.08333" "08-01-2001" "52.5"
"-70.26472" "43.64472" "08-01-2001" "47"
"-76.65305" "38.9025" "08-01-2001" "54.25"
"-76.72945" "39.10111" "08-01-2001" "69.625"
"-76.63111" "39.46083" "08-01-2001" "77"
"-76.47444" "39.31083" "08-01-2001" "64.875"
"-76.58389" "38.54" "08-01-2001" "47.875"
"-77.04166" "39.44417" "08-01-2001" "94.5"
"-76.81194" "38.50417" "08-01-2001" "51.375"
"-77.37583" "39.40805" "08-01-2001" "93.625"
"-76.29667" "39.41" "08-01-2001" "71.75"
"-76.20389" "39.56333" "08-01-2001" "68"
"-75.79733" "39.305" "08-01-2001" "59"
"-77.10694" "39.11444" "08-01-2001" "78"
"-76.82778" "39.02" "08-01-2001" "68"
"-76.93278" "38.85167" "08-01-2001" "63"
"-77.72195" "39.56556" "08-01-2001" "75.5"
"-76.5825" "39.31861" "08-01-2001" "74.125"
"-70.02472" "41.97583" "08-01-2001" "54"
"-73.16861" "42.63667" "08-01-2001" "72.857"
"-70.88139" "41.63528" "08-01-2001" "80.857"
"-71.14889" "42.06306" "08-01-2001" "48.875"
"-71.14639" "42.70944" "08-01-2001" "29.125"
"-70.9725" "42.47445" "08-01-2001" "50.857"
"-70.80917" "42.78944" "08-01-2001" "49.375"
"-72.67805" "42.06167" "08-01-2001" "46"
"-72.55611" "42.19417" "08-01-2001" "45.75"
"-72.52361" "42.40028" "08-01-2001" "41.5"
"-72.33472" "42.29833" "08-01-2001" "62.143"
"-71.48583" "42.41361" "08-01-2001" "50.5"
"-70.96882" "42.31742" "08-01-2001" "50.75"
"-71.08278" "42.32944" "08-01-2001" "40.5"
"-71.87611" "42.27417" "08-01-2001" "64.5"
"-86.14861" "42.76778" "08-01-2001" "88.875"
"-86.10944" "44.61694" "08-01-2001" "91.625"
"-86.30972" "42.19778" "08-01-2001" "79.857"
"-86.00166" "41.89556" "08-01-2001" "78.875"
"-84.39389" "42.79833" "08-01-2001" "71.625"
"-83.66944" "43.02889" "08-01-2001" "80.625"
"-83.46167" "43.16833" "08-01-2001" "85.5"
"-82.64306" "43.83639" "08-01-2001" "89.875"
"-84.53611" "42.7375" "08-01-2001" "71"
"-85.54195" "42.27806" "08-01-2001" "74.625"
"-85.67111" "42.98472" "08-01-2001" "78"
"-85.41666" "43.17667" "08-01-2001" "82"
"-83.94667" "41.99556" "08-01-2001" "75.875"
"-82.79361" "42.73139" "08-01-2001" "75.375"
"-83.00611" "42.51333" "08-01-2001" "73.625"
"-86.29444" "43.95333" "08-01-2001" "100.75"
"-84.89194" "44.31055" "08-01-2001" "81.714"
"-86.31111" "43.27806" "08-01-2001" "95.875"
"-83.18333" "42.46305" "08-01-2001" "80.5"
"-85.85278" "42.89444" "08-01-2001" "81.5"
"-82.45639" "42.95333" "08-01-2001" "60.375"
"-83.59972" "42.24055" "08-01-2001" "82.625"
"-83.20858" "42.228" "08-01-2001" "68.875"
"-83.09617" "42.3578" "08-01-2001" "60.5"
"-83.00083" "42.43083" "08-01-2001" "70"
"-93.20111" "45.40083" "08-01-2001" "38.875"
"-92.52361" "46.70524" "08-01-2001" "36.571"
"-92.88778" "44.75" "08-01-2001" "44.75"
"-91.49611" "47.94639" "08-01-2001" "38.875"
"-92.82917" "48.41278" "08-01-2001" "30.286"
"-92.85506" "45.11739" "08-01-2001" "43.25"
"-91.39025" "31.56039" "08-01-2001" "40.25"
"-88.60167" "34.90917" "08-01-2001" "62.75"
"-89.98783" "34.82166" "08-01-2001" "49.125"
"-89.56744" "30.23017" "08-01-2001" "53.143"
"-89.44833" "30.38" "08-01-2001" "49.5"
"-89.04972" "30.39014" "08-01-2001" "49.5"
"-90.14091" "32.38558" "08-01-2001" "42.75"
"-88.53394" "30.37819" "08-01-2001" "48.75"
"-88.70861" "30.52278" "08-01-2001" "46.5"
"-88.73145" "32.36439" "08-01-2001" "45.25"
"-88.76622" "34.26492" "08-01-2001" "56.125"
"-90.17861" "32.56483" "08-01-2001" "42.875"
"-90.88711" "32.32283" "08-01-2001" "37.5"
"-94.58" "38.77028" "08-01-2001" "53"
"-94.0375" "37.69583" "08-01-2001" "53"
"-94.28333" "39.41667" "08-01-2001" "60"
"-94.37639" "39.30305" "08-01-2001" "60.25"
"-94.4975" "39.18389" "08-01-2001" "60"
"-93.26187" "37.12718" "08-01-2001" "46"
"-93.29861" "37.26136" "08-01-2001" "35.125"
"-90.36139" "38.43778" "08-01-2001" "67.75"
"-91.78917" "39.47306" "08-01-2001" "56"
"-94.7" "39.3" "08-01-2001" "51"
"-90.22639" "38.8725" "08-01-2001" "70"
"-90.44695" "38.90222" "08-01-2001" "84.25"
"-90.42222" "37.89694" "08-01-2001" "57.5"
"-90.38277" "38.5325" "08-01-2001" "62.25"
"-90.49583" "38.61361" "08-01-2001" "65.75"
"-90.34583" "38.64139" "08-01-2001" "59.625"
"-90.28584" "38.76611" "08-01-2001" "61.875"
"-90.36703" "38.72092" "08-01-2001" "71.75"
"-90.26361" "38.5425" "08-01-2001" "59.5"
"-90.19861" "38.62417" "08-01-2001" "52.75"
"-90.23889" "38.67222" "08-01-2001" "66.75"
"-113.99556" "48.51028" "08-01-2001" "28.286"
"-114.22994" "47.01424" "08-01-2001" "8"
"-96.02472" "41.36028" "08-01-2001" "44.875"
"-95.96028" "41.30611" "08-01-2001" "36.286"
"-114.98889" "36.02889" "08-01-2001" "50.25"
"-115.13528" "36.17444" "08-01-2001" "38.75"
"-115.09222" "36.24528" "08-01-2001" "52.125"
"-115.16222" "36.16361" "08-01-2001" "47.375"
"-114.90611" "36.39056" "08-01-2001" "53.625"
"-115.25361" "36.10806" "08-01-2001" "53.286"
"-115.26139" "36.17028" "08-01-2001" "53.857"
"-115.26667" "36.22472" "08-01-2001" "56"
"-115.33167" "36.17306" "08-01-2001" "54.5"
"-115.23824" "36.27238" "08-01-2001" "60.125"
"-114.91962" "35.46505" "08-01-2001" "47.125"
"-115.05167" "36.14305" "08-01-2001" "50.625"
"-114.84417" "35.97889" "08-01-2001" "46.25"
"-115.34" "35.78" "08-01-2001" "52.5"
"-115.12222" "36.19111" "08-01-2001" "51.625"
"-119.94917" "39.04333" "08-01-2001" "65"
"-119.77611" "39.52889" "08-01-2001" "62.25"
"-119.77167" "39.47083" "08-01-2001" "69.25"
"-119.74361" "39.54111" "08-01-2001" "63.375"
"-119.95643" "39.25058" "08-01-2001" "60.125"
"-119.83987" "39.64548" "08-01-2001" "63.625"
"-114.21584" "39.00528" "08-01-2001" "57.143"
"-119.75917" "39.17306" "08-01-2001" "62.695"
"-71.49583" "43.56528" "08-01-2001" "47.625"
"-71.13417" "43.97944" "08-01-2001" "32.75"
"-72.27778" "42.93056" "08-01-2001" "39.5"
"-71.3025" "44.27833" "08-01-2001" "48.5"
"-71.225" "44.29056" "08-01-2001" "33.375"
"-71.39194" "45.05111" "08-01-2001" "31.625"
"-72.01" "44.08389" "08-01-2001" "37"
"-71.46806" "43.00056" "08-01-2001" "49.25"
"-71.445" "42.70194" "08-01-2001" "55.375"
"-71.53416" "43.20694" "08-01-2001" "38.625"
"-70.74583" "43.00222" "08-01-2001" "46.25"
"-71.2" "43" "08-01-2001" "46.5"
"-70.92944" "43.28333" "08-01-2001" "40"
"-72.33833" "43.36444" "08-01-2001" "42.625"
"-74.45972" "39.525" "08-01-2001" "58.375"
"-74.03" "40.9" "08-01-2001" "80.25"
"-75.09722" "39.92278" "08-01-2001" "80.75"
"-74.85694" "39.67389" "08-01-2001" "66.375"
"-75.02583" "39.42222" "08-01-2001" "60"
"-75.21833" "39.79917" "08-01-2001" "69.875"
"-74.12583" "40.67083" "08-01-2001" "72.25"
"-74.81" "40.51667" "08-01-2001" "79.625"
"-74.74667" "40.28278" "08-01-2001" "90.25"
"-74.42555" "40.47333" "08-01-2001" "78.375"
"-74.00611" "40.18806" "08-01-2001" "80.25"
"-74.6775" "40.78722" "08-01-2001" "84.429"
"-74.44556" "40.06528" "08-01-2001" "93.875"
"-74.25806" "41.05222" "08-01-2001" "70.571"
"-106.56358" "35.1089" "08-01-2001" "48.375"
"-106.58521" "35.13617" "08-01-2001" "47.875"
"-106.69715" "35.1558" "08-01-2001" "53.25"
"-106.57745" "35.10455" "08-01-2001" "38.875"
"-106.51369" "35.19508" "08-01-2001" "52.25"
"-106.61382" "35.19506" "08-01-2001" "34"
"-106.64926" "35.20388" "08-01-2001" "42"
"-106.63055" "31.93056" "08-01-2001" "61"
"-106.5575" "31.79583" "08-01-2001" "56.875"
"-106.67416" "32.42472" "08-01-2001" "65.625"
"-106.40916" "32.04111" "08-01-2001" "59.75"
"-106.58389" "31.79611" "08-01-2001" "55.125"
"-106.68278" "31.78778" "08-01-2001" "53"
"-106.76722" "32.28139" "08-01-2001" "33.143"
"-104.26222" "32.38" "08-01-2001" "40.125"
"-106.54833" "35.29944" "08-01-2001" "46.5"
"-107.97694" "36.74222" "08-01-2001" "63.875"
"-108.4725" "36.79667" "08-01-2001" "65.25"
"-106.70528" "34.85389" "08-01-2001" "45"
"-73.75689" "42.68069" "08-01-2001" "63.25"
"-73.88075" "40.86586" "08-01-2001" "71.75"
"-79.31888" "42.49945" "08-01-2001" "78"
"-79.58658" "42.29073" "08-01-2001" "74.375"
"-76.80249" "42.11105" "08-01-2001" "64.625"
"-73.74262" "41.78179" "08-01-2001" "63.429"
"-78.77142" "42.99292" "08-01-2001" "72.143"
"-73.90313" "44.36608" "08-01-2001" "60.5"
"-73.85892" "44.39309" "08-01-2001" "60.375"
"-74.51625" "43.44957" "08-01-2001" "48.286"
"-74.98538" "43.68578" "08-01-2001" "47.125"
"-75.97321" "44.08749" "08-01-2001" "70.5"
"-75.78443" "42.73046" "08-01-2001" "56.125"
"-77.55479" "43.16545" "08-01-2001" "65.125"
"-74.01305" "40.71139" "08-01-2001" "80.571"
"-78.47851" "43.22394" "08-01-2001" "71.75"
"-75.71916" "43.29996" "08-01-2001" "57.375"
"-76.0592" "43.05238" "08-01-2001" "61.571"
"-74.21529" "41.52398" "08-01-2001" "70.714"
"-73.70762" "41.44151" "08-01-2001" "66.25"
"-73.75861" "40.75527" "08-01-2001" "75.125"
"-73.84757" "40.7842" "08-01-2001" "58.75"
"-73.82317" "40.7362" "08-01-2001" "66.5"
"-74.12619" "40.59733" "08-01-2001" "77"
"-73.6489" "43.01209" "08-01-2001" "49.75"
"-73.94019" "42.79963" "08-01-2001" "58"
"-73.4189" "40.74646" "08-01-2001" "73.125"
"-72.71274" "40.96119" "08-01-2001" "54.625"
"-73.05694" "40.8275" "08-01-2001" "80.5"
"-74.49414" "42.1438" "08-01-2001" "53.375"
"-77.17376" "43.23087" "08-01-2001" "59.571"
"-73.76398" "41.052" "08-01-2001" "75.25"
"-81.18417" "35.90361" "08-01-2001" "52.75"
"-81.93417" "35.97167" "08-01-2001" "47.5"
"-82.6" "35.5" "08-01-2001" "56.75"
"-81.53028" "35.93583" "08-01-2001" "50.875"
"-76.12157" "36.32691" "08-01-2001" "32.625"
"-79.46741" "36.30703" "08-01-2001" "50.125"
"-79.15972" "35.75722" "08-01-2001" "48.75"
"-78.72803" "35.15869" "08-01-2001" "70.875"
"-78.9625" "34.96889" "08-01-2001" "74.875"
"-80.55911" "35.80929" "08-01-2001" "46.75"
"-77.96078" "34.95482" "08-01-2001" "57.125"
"-78.90417" "36.03556" "08-01-2001" "54.125"
"-77.58278" "35.98833" "08-01-2001" "49.875"
"-80.22667" "36.11056" "08-01-2001" "37.25"
"-80.41055" "36.23639" "08-01-2001" "34"
"-80.21584" "36.20306" "08-01-2001" "39"
"-80.14389" "36.05083" "08-01-2001" "29.25"
"-78.46372" "36.09619" "08-01-2001" "63.125"
"-78.76806" "36.14111" "08-01-2001" "55.375"
"-79.70389" "36.11333" "08-01-2001" "34.5"
"-82.96472" "35.50528" "08-01-2001" "59.5"
"-82.7925" "35.37917" "08-01-2001" "55.714"
"-83.0775" "35.59" "08-01-2001" "58.625"
"-83.23611" "35.52444" "08-01-2001" "60.375"
"-78.46194" "35.59083" "08-01-2001" "67.5"
"-77.56879" "35.23146" "08-01-2001" "46.125"
"-81.27675" "35.43856" "08-01-2001" "61.875"
"-76.89782" "35.81069" "08-01-2001" "32.875"
"-80.78555" "35.24028" "08-01-2001" "44"
"-80.91972" "35.11306" "08-01-2001" "45.875"
"-80.69361" "35.34861" "08-01-2001" "41.625"
"-77.83861" "34.36417" "08-01-2001" "53.25"
"-77.61998" "36.48438" "08-01-2001" "55.375"
"-79.09197" "36.30696" "08-01-2001" "54.625"
"-77.59889" "35.58333" "08-01-2001" "38.875"
"-79.86528" "35.83055" "08-01-2001" "31.5"
"-79.85917" "36.30889" "08-01-2001" "44"
"-80.39504" "35.55187" "08-01-2001" "40.875"
"-80.66756" "35.53448" "08-01-2001" "46.125"
"-83.4437" "35.43551" "08-01-2001" "45.125"
"-80.54083" "34.97389" "08-01-2001" "43.375"
"-78.57417" "35.85611" "08-01-2001" "62.875"
"-78.61972" "35.79002" "08-01-2001" "66.25"
"-78.7925" "35.59694" "08-01-2001" "75"
"-78.53528" "35.67639" "08-01-2001" "65.90625"
"-82.28523" "35.73774" "08-01-2001" "61.286"
"-103.37305" "46.89278" "08-01-2001" "38.625"
"-96.8546" "46.93362" "08-01-2001" "34.5"
"-102.52628" "47.32024" "08-01-2001" "31.429"
"-103.26417" "47.60111" "08-01-2001" "41.429"
"-101.76694" "47.29861" "08-01-2001" "34.75"
"-84.05194" "40.77222" "08-01-2001" "76.143"
"-80.5725" "41.95944" "08-01-2001" "97.25"
"-84.54417" "39.38333" "08-01-2001" "98.125"
"-84.3925" "39.53" "08-01-2001" "89.125"
"-83.80444" "40.00083" "08-01-2001" "73.25"
"-83.9975" "39.85556" "08-01-2001" "70.5"
"-84.14417" "39.08306" "08-01-2001" "72.75"
"-83.78861" "39.43" "08-01-2001" "70.75"
"-81.575" "41.555" "08-01-2001" "77.125"
"-81.86472" "41.36167" "08-01-2001" "87.875"
"-81.45917" "41.53667" "08-01-2001" "87"
"-83.06389" "40.35695" "08-01-2001" "96.143"
"-82.95722" "39.91417" "08-01-2001" "84.875"
"-82.81556" "40.08667" "08-01-2001" "86.75"
"-82.95805" "39.96528" "08-01-2001" "84.25"
"-82.95972" "40.08778" "08-01-2001" "83.125"
"-81.24944" "41.515" "08-01-2001" "102.75"
"-83.94334" "39.66556" "08-01-2001" "70"
"-84.36597" "39.2785" "08-01-2001" "94.625"
"-84.69072" "39.21493" "08-01-2001" "93.125"
"-84.50417" "39.12861" "08-01-2001" "88.25"
"-80.61555" "40.36278" "08-01-2001" "79.125"
"-82.69194" "40.30972" "08-01-2001" "88.125"
"-81.4225" "41.67306" "08-01-2001" "100.25"
"-81.24194" "41.7225" "08-01-2001" "101.63"
"-82.66666" "38.52028" "08-01-2001" "84.5"
"-82.4575" "38.62917" "08-01-2001" "73.375"
"-82.43278" "40.02583" "08-01-2001" "77.875"
"-82.11056" "41.36806" "08-01-2001" "77.125"
"-83.54667" "41.64417" "08-01-2001" "86.375"
"-83.71861" "41.49472" "08-01-2001" "68.625"
"-83.30695" "41.67556" "08-01-2001" "80.125"
"-83.475" "41.71944" "08-01-2001" "84.375"
"-83.47583" "39.78861" "08-01-2001" "74.375"
"-80.65861" "41.09611" "08-01-2001" "87.5"
"-81.91167" "41.10278" "08-01-2001" "94.25"
"-84.11472" "40.08472" "08-01-2001" "66.5"
"-84.195" "39.81389" "08-01-2001" "82.5"
"-81.33028" "41.1825" "08-01-2001" "97.75"
"-84.72083" "39.83556" "08-01-2001" "72"
"-81.37861" "40.82778" "08-01-2001" "95.75"
"-81.60111" "40.70861" "08-01-2001" "90.25"
"-81.33167" "40.87028" "08-01-2001" "94.25"
"-81.12361" "40.93083" "08-01-2001" "88.625"
"-81.50389" "41.10611" "08-01-2001" "98.125"
"-80.66611" "41.25889" "08-01-2001" "89.875"
"-80.59167" "41.45389" "08-01-2001" "78.625"
"-84.20111" "39.42" "08-01-2001" "80.143"
"-81.46028" "39.43167" "08-01-2001" "74.625"
"-83.61166" "41.37806" "08-01-2001" "86.625"
"-97.10833" "34.0775" "08-01-2001" "55.625"
"-94.98611" "35.855" "08-01-2001" "59.375"
"-97.48833" "35.32" "08-01-2001" "50.5"
"-98.36611" "34.64889" "08-01-2001" "52.875"
"-98.03555" "34.22833" "08-01-2001" "65"
"-97.07445" "36.66278" "08-01-2001" "54.375"
"-95.0725" "34.70972" "08-01-2001" "27"
"-97.47389" "35.16139" "08-01-2001" "52.375"
"-96.71472" "34.0025" "08-01-2001" "63.375"
"-97.50584" "35.51694" "08-01-2001" "53.875"
"-97.47222" "35.61278" "08-01-2001" "61.75"
"-94.83889" "36.92222" "08-01-2001" "59.125"
"-96" "36.37389" "08-01-2001" "68.125"
"-96.0025" "35.93889" "08-01-2001" "53.625"
"-96.25555" "36.1275" "08-01-2001" "53.875"
"-95.76436" "36.13337" "08-01-2001" "57"
"-95.97659" "36.2066" "08-01-2001" "59.625"
"-122.5875" "45.25972" "08-01-2001" "43"
"-122.63804" "45.44318" "08-01-2001" "32.375"
"-122.77194" "45.76805" "08-01-2001" "31.25"
"-122.7875" "42.22944" "08-01-2001" "38.75"
"-123.08374" "44.02631" "08-01-2001" "31.375"
"-123.03498" "43.8339" "08-01-2001" "33.75"
"-122.91361" "44.80944" "08-01-2001" "30.25"
"-79.96111" "40.46556" "08-01-2001" "75.75"
"-80.01639" "40.44556" "08-01-2001" "82"
"-80.18555" "40.38194" "08-01-2001" "80.25"
"-79.73222" "40.61722" "08-01-2001" "73.875"
"-79.565" "40.81417" "08-01-2001" "79.5"
"-80.50417" "40.5625" "08-01-2001" "87.125"
"-80.35972" "40.68472" "08-01-2001" "73"
"-80.31667" "40.74778" "08-01-2001" "89.375"
"-75.78611" "40.51111" "08-01-2001" "75.5"
"-75.92667" "40.32028" "08-01-2001" "82.875"
"-78.37083" "40.53528" "08-01-2001" "63"
"-74.88223" "40.10722" "08-01-2001" "87"
"-78.915" "40.30972" "08-01-2001" "63.875"
"-77.87703" "40.81139" "08-01-2001" "61.625"
"-77.62214" "40.77456" "08-01-2001" "64.625"
"-75.60431" "39.93567" "08-01-2001" "80"
"-75.76861" "39.83444" "08-01-2001" "74.375"
"-78.52619" "41.1175" "08-01-2001" "67.5"
"-76.84472" "40.245" "08-01-2001" "81.5"
"-76.68139" "40.27222" "08-01-2001" "92.875"
"-75.3725" "39.83556" "08-01-2001" "67.25"
"-80.03861" "42.14175" "08-01-2001" "84.25"
"-77.47556" "39.96111" "08-01-2001" "89.125"
"-80.28492" "39.81622" "08-01-2001" "92.75"
"-75.57819" "41.47911" "08-01-2001" "69.25"
"-75.62305" "41.44278" "08-01-2001" "70.125"
"-76.28333" "40.04667" "08-01-2001" "86.375"
"-80.34666" "40.99583" "08-01-2001" "82.375"
"-75.4325" "40.61194" "08-01-2001" "79"
"-76.00333" "41.20917" "08-01-2001" "68.625"
"-75.84639" "41.26556" "08-01-2001" "71.5"
"-76.98972" "41.24611" "08-01-2001" "56.375"
"-77.44908" "41.33406" "08-01-2001" "66.375"
"-80.485" "41.215" "08-01-2001" "90.125"
"-75.30917" "40.11222" "08-01-2001" "78.875"
"-75.34111" "40.62806" "08-01-2001" "81.625"
"-75.23716" "40.69222" "08-01-2001" "73.5"
"-77.16556" "40.45694" "08-01-2001" "72.75"
"-75.09778" "40.00889" "08-01-2001" "51.25"
"-75.24055" "40.05" "08-01-2001" "70.75"
"-75.01195" "40.07639" "08-01-2001" "77.714"
"-75.22278" "39.9275" "08-01-2001" "59.375"
"-76.93916" "41.64472" "08-01-2001" "71.5"
"-79.90222" "40.14667" "08-01-2001" "80.75"
"-80.26139" "40.17056" "08-01-2001" "84.625"
"-80.42083" "40.44528" "08-01-2001" "83.75"
"-79.69305" "40.42805" "08-01-2001" "72.5"
"-79.50567" "40.3047" "08-01-2001" "66.875"
"-76.69945" "39.96528" "08-01-2001" "81"
"-71.71972" "41.615" "08-01-2001" "57.375"
"-71.36166" "41.84028" "08-01-2001" "67.75"
"-71.42778" "41.49167" "08-01-2001" "83"
"-82.38638" "34.32703" "08-01-2001" "48.375"
"-81.78873" "33.34384" "08-01-2001" "57"
"-81.34259" "33.64772" "08-01-2001" "59"
"-82.49039" "34.77693" "08-01-2001" "55.375"
"-81.46554" "33.32208" "08-01-2001" "52.75"
"-79.9367" "32.98902" "08-01-2001" "48.875"
"-79.9655" "32.91172" "08-01-2001" "41.857"
"-79.65717" "32.94275" "08-01-2001" "42.75"
"-81.81657" "35.13226" "08-01-2001" "54.25"
"-81.20375" "34.79486" "08-01-2001" "54.875"
"-80.96504" "33.00956" "08-01-2001" "58.625"
"-79.74486" "34.28744" "08-01-2001" "64.5"
"-81.85363" "33.74169" "08-01-2001" "66.125"
"-83.2377" "34.80711" "08-01-2001" "50.875"
"-82.83865" "34.65522" "08-01-2001" "51.75"
"-80.9623" "34.09584" "08-01-2001" "55.5"
"-80.78114" "33.81655" "08-01-2001" "55.286"
"-80.876" "34.13263" "08-01-2001" "58.125"
"-82.0758" "34.99053" "08-01-2001" "56.5"
"-81.56036" "34.54124" "08-01-2001" "51.5"
"-79.56506" "33.72573" "08-01-2001" "49.375"
"-81.22833" "34.93555" "08-01-2001" "51.625"
"-96.682" "43.53762" "08-01-2001" "50.286"
"-84.22334" "35.965" "08-01-2001" "61.5"
"-83.94361" "35.63139" "08-01-2001" "48.875"
"-83.78361" "35.60306" "08-01-2001" "33.125"
"-86.74472" "36.205" "08-01-2001" "69.25"
"-86.62111" "36.15055" "08-01-2001" "68.75"
"-89.28528" "36.12361" "08-01-2001" "48.125"
"-83.13448" "36.30778" "08-01-2001" "60.5"
"-85.15166" "35.07639" "08-01-2001" "60.375"
"-85.1819" "35.2335" "08-01-2001" "57.875"
"-89.16778" "35.46806" "08-01-2001" "49.125"
"-83.60111" "36.11444" "08-01-2001" "55.875"
"-83.76472" "36.08472" "08-01-2001" "56.875"
"-83.87361" "36.01944" "08-01-2001" "49.429"
"-87.47" "35.11611" "08-01-2001" "56.375"
"-84.94611" "35.28889" "08-01-2001" "62.625"
"-89.00139" "36.50417" "08-01-2001" "58.25"
"-85.39944" "36.205" "08-01-2001" "72"
"-86.59889" "35.73278" "08-01-2001" "59.875"
"-83.60972" "35.69667" "08-01-2001" "70"
"-83.49805" "35.56278" "08-01-2001" "68.75"
"-90.01945" "35.2175" "08-01-2001" "60.25"
"-89.83222" "35.37722" "08-01-2001" "55.25"
"-82.42611" "36.54111" "08-01-2001" "69.25"
"-82.48583" "36.58222" "08-01-2001" "74.875"
"-86.65278" "36.29778" "08-01-2001" "85.875"
"-86.56416" "36.45389" "08-01-2001" "81.429"
"-87.13722" "35.95194" "08-01-2001" "65.625"
"-86.28611" "36.06028" "08-01-2001" "71.25"
"-98.62" "29.515" "08-01-2001" "37"
"-98.565" "29.63222" "08-01-2001" "39.25"
"-98.31175" "29.27533" "08-01-2001" "34.75"
"-95.39833" "29.01111" "08-01-2001" "30.375"
"-103.16782" "29.3025" "08-01-2001" "33.875"
"-97.49382" "25.89251" "08-01-2001" "19.625"
"-96.7861" "33.1325" "08-01-2001" "63.625"
"-96.55111" "33.35583" "08-01-2001" "57.75"
"-96.86" "32.82" "08-01-2001" "50.625"
"-96.80833" "32.9191" "08-01-2001" "58.625"
"-96.8716" "32.6766" "08-01-2001" "44.125"
"-96.53" "32.78028" "08-01-2001" "45.75"
"-97.19334" "33.19167" "08-01-2001" "79.625"
"-97.025" "32.43694" "08-01-2001" "47.125"
"-106.32359" "31.78577" "08-01-2001" "46.375"
"-106.50119" "31.76828" "08-01-2001" "64.625"
"-106.455" "31.76556" "08-01-2001" "58.714"
"-106.4028" "31.74675" "08-01-2001" "61.375"
"-106.30305" "31.66222" "08-01-2001" "47.875"
"-106.42555" "31.89389" "08-01-2001" "71.571"
"-94.85639" "29.26306" "08-01-2001" "42.875"
"-94.93333" "29.39861" "08-01-2001" "41.25"
"-94.7125" "32.3825" "08-01-2001" "71.25"
"-95.32694" "29.90111" "08-01-2001" "64"
"-95.12555" "29.8025" "08-01-2001" "56"
"-95.675" "30.03944" "08-01-2001" "60.875"
"-95.28361" "29.8275" "08-01-2001" "59.125"
"-95.48917" "29.83472" "08-01-2001" "55.375"
"-95.47361" "29.62361" "08-01-2001" "74.75"
"-95.49416" "29.69472" "08-01-2001" "87"
"-95.2675" "29.62583" "08-01-2001" "68"
"-95.50361" "29.72472" "08-01-2001" "79.125"
"-95.31694" "29.73306" "08-01-2001" "69.75"
"-95.35028" "29.75278" "08-01-2001" "66.25"
"-95.22083" "29.76778" "08-01-2001" "66.875"
"-95.25694" "29.73333" "08-01-2001" "67.75"
"-95.12806" "29.66944" "08-01-2001" "77.375"
"-95.01556" "29.58278" "08-01-2001" "63"
"-98.1831" "26.30986" "08-01-2001" "23.375"
"-98.29106" "26.22624" "08-01-2001" "28.75"
"-97.80361" "32.44028" "08-01-2001" "46.75"
"-94.07472" "30.03944" "08-01-2001" "31.625"
"-93.9879" "29.89406" "08-01-2001" "43.5"
"-94.0025" "29.94417" "08-01-2001" "36.375"
"-94.31776" "29.86395" "08-01-2001" "40.875"
"-93.89694" "29.71806" "08-01-2001" "63.75"
"-97.43195" "32.35972" "08-01-2001" "46.875"
"-96.31583" "32.56917" "08-01-2001" "42.75"
"-95.42167" "30.35389" "08-01-2001" "37.875"
"-97.4342" "27.7653" "08-01-2001" "19.625"
"-97.5553" "27.8325" "08-01-2001" "25.375"
"-93.76167" "30.08444" "08-01-2001" "30"
"-93.87305" "30.18" "08-01-2001" "28"
"-97.90583" "32.86861" "08-01-2001" "49"
"-96.45889" "32.93639" "08-01-2001" "54.125"
"-95.41556" "32.34389" "08-01-2001" "57.125"
"-97.46083" "32.90111" "08-01-2001" "67.875"
"-97.35639" "32.805" "08-01-2001" "57.5"
"-97.28194" "32.92194" "08-01-2001" "63.75"
"-97.06361" "32.98417" "08-01-2001" "69.875"
"-97.76" "30.35417" "08-01-2001" "34.5"
"-97.0056" "28.8361" "08-01-2001" "28.125"
"-99.51972" "27.51083" "08-01-2001" "24.375"
"-112.01806" "41.49278" "08-01-2001" "64.625"
"-111.8375" "41.73111" "08-01-2001" "52.625"
"-111.88223" "40.88639" "08-01-2001" "72.125"
"-111.84972" "40.64667" "08-01-2001" "66.125"
"-112.21028" "40.73639" "08-01-2001" "63.429"
"-112.02222" "40.51805" "08-01-2001" "62.5"
"-111.87222" "40.73639" "08-01-2001" "65.375"
"-111.96861" "40.70444" "08-01-2001" "67.125"
"-109.81667" "38.45" "08-01-2001" "53.75"
"-111.66306" "40.25361" "08-01-2001" "53.25"
"-111.80389" "40.43028" "08-01-2001" "58.25"
"-111.65972" "40.13639" "08-01-2001" "56.25"
"-111.98306" "41.17972" "08-01-2001" "63.125"
"-111.96528" "41.305" "08-01-2001" "60.875"
"-111.98707" "41.30368" "08-01-2001" "64.5"
"-73.25083" "42.8975" "08-01-2001" "46.5"
"-72.87444" "44.5275" "08-01-2001" "46.25"
"-77.05917" "38.8575" "08-01-2001" "70.625"
"-77.37722" "38.20306" "08-01-2001" "62.571"
"-77.26003" "37.34329" "08-01-2001" "56.375"
"-77.59361" "37.35889" "08-01-2001" "60.875"
"-77.46528" "38.89389" "08-01-2001" "83.125"
"-77.0775" "38.7425" "08-01-2001" "69.5"
"-77.10555" "38.77278" "08-01-2001" "71.125"
"-77.19889" "38.93195" "08-01-2001" "69.125"
"-77.76778" "38.475" "08-01-2001" "67.625"
"-78.08139" "39.28278" "08-01-2001" "62.625"
"-77.21877" "37.60606" "08-01-2001" "51.875"
"-77.40028" "37.55833" "08-01-2001" "65.5"
"-77.49" "39.02444" "08-01-2001" "79.375"
